block_text,block_label
"| VISA       | 4761739001010010 | TEST CARD 04       | 2212     | 201  | 16010000000000000946         | 1000041300000   | 01234567890123456789 | 4761730000000010 | 00000000000000000000         | 0000000000000       |
| VISA       | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100   |                      | 4264510000005621 | 0000000000000000000000000000 | 0000000000000       |
| Amex       | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000  |                      | 374245000001008  | 000000000                    | 00000000000000      |
| track2 | @regexp:.*                                   |
| Mastercard | 5413330089020011 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001   | 01234567890123456789 | 5413330000000011 | 000000000000000              | 0000000000000       |
| DISCOVER   | 6510000000000091 | CARD/IMAGE 09      | 1712     | 702  | 1000041300000                | 1000041300000   |                      | 6510000000000091 | 0000000000000                | 0000000000000       |
Scenario: Teardown - Reset to Default State
#      | Diners     | 36070500001335   | CARD/IMAGE 33      | 1712     | 201  | 12010000000000000081000000   | 120100008100000 |                      | 36070500001335   | 00000000000000000000000000   | 000000000000000     |
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
#      | Diners     | 36039667170472   | PETTITT/JO         | 0012     | 521  | 16010000000000000946         | 1000041300000   |                      | 36039600000472   | 00000000000000000000         | 0000000000000       |
| Mastercard | 5413330089020011 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001   | 01234567890123456789 | 5413330000000011 | 000000000000000              | 0000000000000       |
Then decrypted field 'p23_res_track3' with ON GUARD Simplify algorithm should match the following data:
Examples:
| Mastercard | 5413330089099130 | TEST CARD 20       | 2512     | 201  | 16010000000000000946         | 1000041300000   | 01234567890123456789 | 5413330000009130 | 00000000000000000000         | 0000000000000       |
| card_type  | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2    | additional_data      | masked_pan       | masked_disc_data_t1          | masked_disc_data_t2 |",Unknown
"| p00_res_reason_code | 0000 |
Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
And I Wait until Element ""title"" contains ""This Lane Closed""",Precondition
"And I Wait until Element ""title"" contains ""This Lane Closed""
Then I should receive the 00.x Offline response from terminal with params:
| p00_req_reason_code | 0000 |
| p00_res_reason_code | 0000 |
Given I send a 00.x Offline message to the terminal with params:",Precondition
"When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
When I send a 61.x Configuration Read message to the terminal with:
| p61_res_status                | 2  |
| p61_req_index_num | 1  |
| p61_res_index_num             | 1  |
| p62_res_status      | 0          |
@p2p @secbin @chapter_x @msr @me @dme @emv @cless @00x @62x @61x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
Feature: Disable chapter_x Encryption Configuration
Scenario: Teardown - Reset to Default State
Then I should receive the 62.x Write File response from terminal with params:
| p61_res_data_config_parameter | 0  |
| p62_req_unpack_flag     | 0                   |
| p62_req_fast_download   | 1                   |
| p61_req_group_num | 91 |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p62_req_file_name       | ArcNoEncryption.apk |
| p61_res_group_num             | 91 |
| p62_res_file_length | @regexp:.* |
| p62_req_encoding_format | B                   |",Unknown
"| p62_req_unpack_flag     | 0                   |
Then I should receive the 62.x Write File response from terminal with params:
Scenario: Teardown - Reset to Default State
| p61_res_group_num             | 91 |
| p61_req_group_num | 91 |
Feature: Disable chapter_x Encryption Configuration
| p62_res_file_length | @regexp:.* |
| p62_req_encoding_format | B                   |
| p61_res_index_num             | 1  |
| p62_res_status      | 0          |
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
Then I should receive the 61.x Configuration Read response from terminal with params:
@p2p @secbin @chapter_x @msr @me @dme @emv @cless @00x @62x @61x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p62_req_file_name       | ArcNoEncryption.apk |
| p61_req_index_num | 1  |
When I send a 61.x Configuration Read message to the terminal with:
| p61_res_data_config_parameter | 0  |
| p61_res_status                | 2  |
| p62_req_fast_download   | 1                   |",Unknown
"Then I should receive the 00.x Offline response from terminal with params:
| p00_req_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_res_reason_code | 0000 |
Given I send a 00.x Offline message to the terminal with params:",Precondition
"Given I send a 00.x Offline message to the terminal with params:
Then I should receive the 00.x Offline response from terminal with params:
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_req_reason_code | 0000 |
| p00_res_reason_code | 0000 |",Precondition
"| p62_res_status      | 0          |
| p61_res_data_config_parameter | 0  |
| p61_req_index_num | 1  |
@secbin @sde @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000 @aes128 @aes192 @aes256
| p62_res_file_length | @regexp:.* |
When I send a 61.x Configuration Read message to the terminal with:
| p61_res_status                | 2  |
Feature: Disable On-Guard SDE DUKPT Encryption Configuration
| p62_req_fast_download   | 1                   |
| p61_res_group_num             | 91 |
| p62_req_file_name       | ArcNoEncryption.apk |
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
Scenario: Teardown - Reset to Default State
| p62_req_encoding_format | B                   |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p61_res_index_num             | 1  |
Then I should receive the 62.x Write File response from terminal with params:
| p61_req_group_num | 91 |
| p62_req_unpack_flag     | 0                   |",Unknown
"| p62_req_unpack_flag     | 0                   |
| p61_res_data_config_parameter | 0  |
Then I should receive the 61.x Configuration Read response from terminal with params:
When I send a 61.x Configuration Read message to the terminal with:
Feature: Disable On-Guard SDE DUKPT Encryption Configuration
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
| p61_res_status                | 2  |
Then I should receive the 62.x Write File response from terminal with params:
| p61_req_index_num | 1  |
| p61_res_group_num             | 91 |
| p62_req_fast_download   | 1                   |
| p62_req_encoding_format | B                   |
@secbin @sde @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000 @aes128 @aes192 @aes256
| p62_res_file_length | @regexp:.* |
| p62_req_file_name       | ArcNoEncryption.apk |
| p61_res_index_num             | 1  |
| p61_req_group_num | 91 |
Scenario: Teardown - Reset to Default State
| p62_res_status      | 0          |",Unknown
"Given I send a 00.x Offline message to the terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
Then I should receive the 00.x Offline response from terminal with params:
| p00_req_reason_code | 0000 |",Precondition
"| p00_req_reason_code | 0000 |
Given I send a 00.x Offline message to the terminal with params:
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_res_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:",Precondition
"Scenario: Teardown - Reset to Default State
| p61_res_data_config_parameter | 0  |
| p62_res_file_length | @regexp:.* |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p62_req_encoding_format | B                   |
Feature: Disable On-Guard SDE Encryption Configuration
| p61_req_group_num | 91 |
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
When I send a 61.x Configuration Read message to the terminal with:
| p62_req_unpack_flag     | 0                   |
| p62_req_fast_download   | 1                   |
@secbin @sde @msr @me @dme @emv @cless @00x @62x @61x @p2p @jobs @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p61_res_index_num             | 1  |
Then I should receive the 62.x Write File response from terminal with params:
| p61_res_status                | 2  |
| p61_req_index_num | 1  |
| p61_res_group_num             | 91 |
| p62_res_status      | 0          |
| p62_req_file_name       | ArcNoEncryption.apk |",Unknown
"| p61_res_status                | 2  |
| p62_req_unpack_flag     | 0                   |
@secbin @sde @msr @me @dme @emv @cless @00x @62x @61x @p2p @jobs @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
When I send a 61.x Configuration Read message to the terminal with:
| p61_res_data_config_parameter | 0  |
Scenario: Teardown - Reset to Default State
Feature: Disable On-Guard SDE Encryption Configuration
| p62_req_encoding_format | B                   |
| p62_req_fast_download   | 1                   |
| p62_req_file_name       | ArcNoEncryption.apk |
Then I should receive the 62.x Write File response from terminal with params:
| p62_res_status      | 0          |
| p61_req_index_num | 1  |
| p61_res_group_num             | 91 |
| p61_req_group_num | 91 |
| p61_res_index_num             | 1  |
| p62_res_file_length | @regexp:.* |
Then I should receive the 61.x Configuration Read response from terminal with params:
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:",Unknown
"And I Wait until Element ""title"" contains ""This Lane Closed""
Then I should receive the 00.x Offline response from terminal with params:
Given I send a 00.x Offline message to the terminal with params:
| p00_res_reason_code | 0000 |
| p00_req_reason_code | 0000 |",Precondition
"And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
Given I send a 00.x Offline message to the terminal with params:
| p00_res_reason_code | 0000 |",Precondition
"When I send a 61.x Configuration Read message to the terminal with:
| p61_res_index_num             | 1  |
Then I should receive the 61.x Configuration Read response from terminal with params:
Then I should receive the 62.x Write File response from terminal with params:
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
| p61_res_group_num             | 91 |
| p61_res_status                | 2  |
| p61_res_data_config_parameter | 0  |
Scenario: Teardown - Reset to Default State
@secbin @rsa @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p62_req_file_name       | ArcNoEncryption.apk |
| p61_req_group_num | 91 |
| p62_res_file_length | @regexp:.* |
| p62_res_status      | 0          |
| p62_req_fast_download   | 1                   |
| p62_req_encoding_format | B                   |
Feature: Disable RSA Encryption Configuration
| p62_req_unpack_flag     | 0                   |
| p61_req_index_num | 1  |",Unknown
"@secbin @rsa @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p62_req_unpack_flag     | 0                   |
| p62_req_file_name       | ArcNoEncryption.apk |
| p61_res_data_config_parameter | 0  |
| p61_req_group_num | 91 |
Then I should receive the 62.x Write File response from terminal with params:
| p62_res_file_length | @regexp:.* |
When I send a 61.x Configuration Read message to the terminal with:
Scenario: Teardown - Reset to Default State
| p62_req_encoding_format | B                   |
| p62_res_status      | 0          |
| p62_req_fast_download   | 1                   |
| p61_res_status                | 2  |
Then I should receive the 61.x Configuration Read response from terminal with params:
Feature: Disable RSA Encryption Configuration
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
| p61_res_group_num             | 91 |
| p61_res_index_num             | 1  |
| p61_req_index_num | 1  |",Unknown
"| p00_res_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""",Precondition
"And I Wait until Element ""title"" contains ""This Lane Closed""
Then I should receive the 00.x Offline response from terminal with params:
| p00_req_reason_code | 0000 |
Given I send a 00.x Offline message to the terminal with params:
| p00_res_reason_code | 0000 |",Precondition
"| p61_req_index_num | 1  |
@secbin @voltage @tep2 @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p61_res_group_num             | 91 |
| p62_req_unpack_flag     | 0                   |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p62_req_encoding_format | B                   |
| p61_res_status                | 2  |
| p62_req_file_name       | ArcNoEncryption.apk |
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
Feature: Disable Voltage TEP2 Encryption Configuration
Scenario: Teardown - Reset to Default State
| p62_res_file_length | @regexp:.* |
| p62_req_fast_download   | 1                   |
| p61_res_data_config_parameter | 0  |
Then I should receive the 62.x Write File response from terminal with params:
| p61_req_group_num | 91 |
| p62_res_status      | 0          |
| p61_res_index_num             | 1  |
When I send a 61.x Configuration Read message to the terminal with:",Unknown
"| p62_req_unpack_flag     | 0                   |
| p61_res_status                | 2  |
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
| p62_req_file_name       | ArcNoEncryption.apk |
| p62_res_file_length | @regexp:.* |
Then I should receive the 62.x Write File response from terminal with params:
| p62_res_status      | 0          |
@secbin @voltage @tep2 @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p62_req_fast_download   | 1                   |
| p61_req_index_num | 1  |
Feature: Disable Voltage TEP2 Encryption Configuration
When I send a 61.x Configuration Read message to the terminal with:
| p61_res_data_config_parameter | 0  |
Scenario: Teardown - Reset to Default State
| p62_req_encoding_format | B                   |
| p61_res_index_num             | 1  |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p61_req_group_num | 91 |
| p61_res_group_num             | 91 |",Unknown
"Then I should receive the 00.x Offline response from terminal with params:
And I Wait until Element ""title"" contains ""This Lane Closed""
Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
| p00_res_reason_code | 0000 |",Precondition
"Then I should receive the 00.x Offline response from terminal with params:
Given I send a 00.x Offline message to the terminal with params:
| p00_res_reason_code | 0000 |
| p00_req_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""",Precondition
"Feature: Disable Voltage TEP4 Encryption Configuration
Then I should receive the 61.x Configuration Read response from terminal with params:
@secbin @voltage @tep4 @msr @me @dme @emv @cless @61x @62x @00x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p62_req_file_name       | ArcNoEncryption.apk |
| p61_res_data_config_parameter | 0  |
| p62_res_file_length | @regexp:.* |
Then I should receive the 62.x Write File response from terminal with params:
| p62_req_fast_download   | 1                   |
| p62_req_encoding_format | B                   |
| p61_res_status                | 2  |
When I send a 61.x Configuration Read message to the terminal with:
| p62_req_unpack_flag     | 0                   |
| p61_req_index_num | 1  |
| p61_res_index_num             | 1  |
Scenario: Disable Voltage TEP4 Encryption Configuration
| p62_res_status      | 0          |
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
| p61_res_group_num             | 91 |
| p61_req_group_num | 91 |",Unknown
"Then I should receive the 62.x Write File response from terminal with params:
| p62_res_status      | 0          |
| p61_res_status                | 2  |
Scenario: Disable Voltage TEP4 Encryption Configuration
Then I should receive the 61.x Configuration Read response from terminal with params:
When I send a 61.x Configuration Read message to the terminal with:
| p61_res_index_num             | 1  |
| p62_res_file_length | @regexp:.* |
| p61_req_group_num | 91 |
Feature: Disable Voltage TEP4 Encryption Configuration
| p61_res_data_config_parameter | 0  |
| p62_req_encoding_format | B                   |
| p62_req_file_name       | ArcNoEncryption.apk |
| p62_req_unpack_flag     | 0                   |
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
@secbin @voltage @tep4 @msr @me @dme @emv @cless @61x @62x @00x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p61_res_group_num             | 91 |
| p62_req_fast_download   | 1                   |
| p61_req_index_num | 1  |",Unknown
"| p00_res_reason_code | 0000 |
Given I send a 00.x Offline message to the terminal with params:
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:",Precondition
"And I Wait until Element ""title"" contains ""This Lane Closed""
Given I send a 00.x Offline message to the terminal with params:
| p00_res_reason_code | 0000 |
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:",Precondition
"| p61_res_status                | 2  |
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
| p61_req_index_num | 1  |
| p61_res_group_num             | 91 |
Then I should receive the 61.x Configuration Read response from terminal with params:
Scenario: Teardown - Reset to Default State
| p62_req_fast_download   | 1                   |
| p62_res_file_length | @regexp:.* |
| p61_res_index_num             | 1  |
| p62_req_encoding_format | B                   |
| p61_res_data_config_parameter | 0  |
Feature: Disable Voltage TEP6 Encryption Configuration
Then I should receive the 62.x Write File response from terminal with params:
When I send a 61.x Configuration Read message to the terminal with:
| p61_req_group_num | 91 |
@secbin @voltage @tep6 @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p62_req_file_name       | ArcNoEncryption.apk |
| p62_res_status      | 0          |
| p62_req_unpack_flag     | 0                   |",Unknown
"| p61_res_index_num             | 1  |
Then I should receive the 61.x Configuration Read response from terminal with params:
Scenario: Teardown - Reset to Default State
When I send a 61.x Configuration Read message to the terminal with:
| p61_res_data_config_parameter | 0  |
Feature: Disable Voltage TEP6 Encryption Configuration
| p61_req_group_num | 91 |
| p62_req_fast_download   | 1                   |
| p62_res_status      | 0          |
Then I should receive the 62.x Write File response from terminal with params:
| p61_req_index_num | 1  |
| p62_req_unpack_flag     | 0                   |
| p62_req_encoding_format | B                   |
@secbin @voltage @tep6 @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
| p62_req_file_name       | ArcNoEncryption.apk |
| p62_res_file_length | @regexp:.* |
| p61_res_group_num             | 91 |
| p61_res_status                | 2  |",Unknown
"Then I should receive the 00.x Offline response from terminal with params:
Given I send a 00.x Offline message to the terminal with params:
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_req_reason_code | 0000 |
| p00_res_reason_code | 0000 |",Precondition
"| p00_req_reason_code | 0000 |
| p00_res_reason_code | 0000 |
Given I send a 00.x Offline message to the terminal with params:
And I Wait until Element ""title"" contains ""This Lane Closed""
Then I should receive the 00.x Offline response from terminal with params:",Precondition
"When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
| p62_req_encoding_format | B                   |
| p61_res_index_num             | 1  |
Scenario: Teardown - Reset to Default State
| p62_req_file_name       | ArcNoEncryption.apk |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p61_res_status                | 2  |
| p61_req_group_num | 91 |
| p62_req_fast_download   | 1                   |
| p61_res_data_config_parameter | 0  |
Feature: Disable Voltage TEP7 Encryption Configuration
| p62_req_unpack_flag     | 0                   |
@secbin @voltage @tep7 @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
When I send a 61.x Configuration Read message to the terminal with:
| p61_res_group_num             | 91 |
| p62_res_file_length | @regexp:.* |
Then I should receive the 62.x Write File response from terminal with params:
| p61_req_index_num | 1  |
| p62_res_status      | 0          |",Unknown
"| p61_res_status                | 2  |
| p61_res_index_num             | 1  |
Scenario: Teardown - Reset to Default State
Then I should receive the 62.x Write File response from terminal with params:
| p61_res_data_config_parameter | 0  |
Feature: Disable Voltage TEP7 Encryption Configuration
| p62_req_encoding_format | B                   |
| p61_req_index_num | 1  |
| p61_res_group_num             | 91 |
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
| p62_req_file_name       | ArcNoEncryption.apk |
| p62_res_status      | 0          |
When I send a 61.x Configuration Read message to the terminal with:
| p62_req_fast_download   | 1                   |
| p62_req_unpack_flag     | 0                   |
| p62_res_file_length | @regexp:.* |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p61_req_group_num | 91 |
@secbin @voltage @tep7 @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000",Unknown
"Given I send a 00.x Offline message to the terminal with params:
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_req_reason_code | 0000 |",Precondition
"Then I should receive the 00.x Offline response from terminal with params:
| p00_req_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_res_reason_code | 0000 |
Given I send a 00.x Offline message to the terminal with params:",Precondition
"Feature: Enable chapter_x Encryption Configuration
Scenario: Enable chapterX Encryption Configuration
| p62_req_encoding_format | B                   |
| p62_req_fast_download   | 1                   |
| p61_res_status                | 2  |
| p62_req_file_name       | ArcNoEncryption.apk |
@p2p @msr @me @dme @emv @cless @secbin @chapter_x @00x @62x @61x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p61_req_index_num | 1  |
| p61_res_index_num             | 1  |
Then I should receive the 62.x Write File response from terminal with params:
Then I should receive the 61.x Configuration Read response from terminal with params:
| p61_res_group_num             | 91 |
| p62_req_unpack_flag     | 0                   |
| p62_res_status      | 0          |
| p62_res_file_length | @regexp:.* |
| p61_req_group_num | 91 |
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
When I send a 61.x Configuration Read message to the terminal with:
| p61_res_data_config_parameter | 0  |",Unknown
"| p61_req_index_num | 1  |
Then I should receive the 62.x Write File response from terminal with params:
| p61_res_group_num             | 91 |
| p62_req_fast_download   | 1                   |
| p61_res_status                | 2  |
| p61_res_index_num             | 1  |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p62_req_unpack_flag     | 0                   |
Feature: Enable chapter_x Encryption Configuration
| p61_res_data_config_parameter | 0  |
| p62_req_file_name       | ArcNoEncryption.apk |
| p61_req_group_num | 91 |
Scenario: Enable chapterX Encryption Configuration
| p62_res_file_length | @regexp:.* |
@p2p @msr @me @dme @emv @cless @secbin @chapter_x @00x @62x @61x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
When I send a 61.x Configuration Read message to the terminal with:
| p62_res_status      | 0          |
| p62_req_encoding_format | B                   |
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:",Unknown
"Then I should receive the 00.x Offline response from terminal with params:
Given I send a 00.x Offline message to the terminal with params:
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_res_reason_code | 0000 |
| p00_req_reason_code | 0000 |",Precondition
"Then I should receive the 00.x Offline response from terminal with params:
Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_res_reason_code | 0000 |",Precondition
"| p62_req_encoding_format | B                    |
| p62_req_file_name       | ArcSec_chapter_X.apk |
When I send a 90.x MSR Encryption message to the terminal with:
| p61_res_status                | 2  |
| p61_res_group_num             | 91 |
Then I should receive the 90.x MSR Encryption response from terminal with params:
| p90_res_function | 0          |
| p61_res_index_num             | 1  |
| p61_req_group_num | 91 |
When I send a 61.x Configuration Read message to the terminal with:
Feature: Enable On-Guard FPE Encryption Configuration
When I have successfully sent ""Files/p2p_encryptions/ArcSec_chapter_X.apk"" file using these params:
| p62_req_unpack_flag     | 0                    |
@secbin @fpe @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p61_req_index_num | 1  |
| p61_res_data_config_parameter | 30 |
Then I should receive the 61.x Configuration Read response from terminal with params:
Scenario: Enable On-Guard FPE Encryption Configuration
| p62_req_fast_download   | 1                    |
| p90_res_etb      | @regexp:.* |
| p90_req_function | 0 |
| p62_res_status      | 0            |
Then I should receive the 62.x Write File response from terminal with params:
| p90_res_status   | 0          |
| p62_res_file_length | @regexp:.\d* |",Unknown
"| p62_req_fast_download   | 1                    |
| p90_res_function | 0          |
When I send a 90.x MSR Encryption message to the terminal with:
Scenario: Enable On-Guard FPE Encryption Configuration
@secbin @fpe @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p61_req_index_num | 1  |
| p62_res_file_length | @regexp:.\d* |
Then I should receive the 62.x Write File response from terminal with params:
| p90_res_status   | 0          |
| p62_req_encoding_format | B                    |
| p61_res_index_num             | 1  |
| p61_res_group_num             | 91 |
| p61_req_group_num | 91 |
| p90_res_etb      | @regexp:.* |
| p90_req_function | 0 |
Feature: Enable On-Guard FPE Encryption Configuration
| p61_res_data_config_parameter | 30 |
When I have successfully sent ""Files/p2p_encryptions/ArcSec_chapter_X.apk"" file using these params:
Then I should receive the 90.x MSR Encryption response from terminal with params:
Then I should receive the 61.x Configuration Read response from terminal with params:
| p62_req_file_name       | ArcSec_chapter_X.apk |
| p62_req_unpack_flag     | 0                    |
| p62_res_status      | 0            |
When I send a 61.x Configuration Read message to the terminal with:
| p61_res_status                | 2  |",Unknown
"Then I should receive the 00.x Offline response from terminal with params:
| p00_req_reason_code | 0000 |
Given I send a 00.x Offline message to the terminal with params:
| p00_res_reason_code | 0000 |",Precondition
"Given I send a 00.x Offline message to the terminal with params:
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
| p00_req_reason_code | 0000 |",Precondition
"| p62_req_encoding_format | B                 |
| p61_res_group_num             | 91 |
| p62_req_unpack_flag     | 0                 |
| p61_res_status                | 2  |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p62_res_status      | 0           |
| p62_req_fast_download   | 1                 |
@aes128
Scenario: Enable OGSDE DUKPT with AES128 Encryption Configuration
@secbin @sde @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p61_res_data_config_parameter | 2  |
| p61_res_index_num             | 1  |
| p61_req_index_num | 1  |
| p62_req_file_name       | ArcOnGuardFPE.apk |
When I have successfully sent ""Files/p2p_encryptions/ArcOnGuardFPE.apk"" file using these params:
| p61_req_group_num | 91 |
Then I should receive the 62.x Write File response from terminal with params:
| p62_res_file_length | @regexp:\d* |
When I send a 61.x Configuration Read message to the terminal with:
Feature: Enable On-Guard SDE DUKPT AES Encryption Configuration",Unknown
"@secbin @sde @msr @me @dme @emv @cless @00x @62x @61x @p2p @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
When I send a 61.x Configuration Read message to the terminal with:
Feature: Enable On-Guard SDE DUKPT AES Encryption Configuration
| p62_req_unpack_flag     | 0                 |
| p62_req_fast_download   | 1                 |
| p61_res_group_num             | 91 |
| p61_req_index_num | 1  |
| p61_req_group_num | 91 |
Scenario: Enable OGSDE DUKPT with AES128 Encryption Configuration
| p61_res_data_config_parameter | 2  |
When I have successfully sent ""Files/p2p_encryptions/ArcOnGuardFPE.apk"" file using these params:
@aes128
| p61_res_status                | 2  |
| p62_req_encoding_format | B                 |
| p62_res_status      | 0           |
| p61_res_index_num             | 1  |
Then I should receive the 62.x Write File response from terminal with params:
| p62_req_file_name       | ArcOnGuardFPE.apk |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p62_res_file_length | @regexp:\d* |",Unknown
"And I Wait until Element ""title"" contains ""This Lane Closed""
Then I should receive the 00.x Offline response from terminal with params:
Given I send a 00.x Offline message to the terminal with params:
| p00_res_reason_code | 0000 |
| p00_req_reason_code | 0000 |",Precondition
"Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |",Precondition
"@aes192
| p61_res_group_num             | 91 |
| p61_req_group_num | 91 |
| p62_req_unpack_flag     | 0                         |
| p61_req_index_num | 1  |
| p62_req_file_name       | ArcOnGuard-SDE-AES128.apk |
When I have successfully sent ""Files/p2p_encryptions/ArcOnGuard-SDE-AES128.apk"" file using these params:
Then I should receive the 62.x Write File response from terminal with params:
| p62_res_status      | 0            |
| p61_res_status                | 2  |
| p62_req_encoding_format | B                         |
| p62_req_fast_download   | 1                         |
| p61_res_index_num             | 1  |
Then I should receive the 61.x Configuration Read response from terminal with params:
Scenario: Enable OGSDE DUKPT with AES192 Encryption Configuration
| p61_res_data_config_parameter | 19 |
| p62_res_file_length | @regexp:.\d* |
When I send a 61.x Configuration Read message to the terminal with:",Unknown
