block_label,block_content
Precondition,"Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed"""
Send Amount,"When I send a 13.x amount message to the terminal with:
| p13_req_amount | <amount> |
Then I should receive the 13.x amount response from terminal with params:
| p13_res_status | 0 |"
Card Swipe,"When I send a 23.x Card Read message to the terminal with:
| p23_req_prompt_index   | 311        |
| p23_req_form_name      | read_cards |
| p23_req_enable_devices | M          |
Then I Wait until Element ""title"" contains ""Please swipe or insert card"""
Unknown,"And I wait until Element ""btn_cancel"" visible"
Card Swipe,"When Axium swipe magnetic card:
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| track2 | <pan>=<exp_date><code><disc_data_t2>         |
| track3 | <additional_data><additional_data>           |
Then I should receive the 23.x Card Read response from terminal with params:
| p23_res_exit_type   | 0                                            |
| p23_res_card_source | M                                            |
| p23_res_track1      | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| p23_res_track2      | <pan>=<exp_date><code><disc_data_t2>         |
| p23_res_track3      | <additional_data><additional_data>           |"
Extract Card Data,"When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 000398 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2      |
| p29_res_variable_id   | 000398 |
| p29_res_variable_data | <pan>  |
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 000399 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2      |
| p29_res_variable_id   | 000399 |
| p29_res_variable_data | <name> |
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 000400 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2          |
| p29_res_variable_id   | 000400     |
| p29_res_variable_data | <exp_date> |"
Unknown,And I wait for 1 second
Display Confirmation,"When I send a 24.x Form Entry message to the terminal with params:
| p24_req_form_number     | confirmation_amount |
| p24_req_type_of_element | T                   |
| p24_req_prompt_idx      | 10                  |
| p24_req_text_element_id | title               |
Then I wait until Element ""btn_enter"" visible
When I click Element ""btn_enter""
Then I should receive the 24.x Form Entry response from terminal with params:
| p24_res_exit_type    | 0        |
| p24_res_keyid        | \x1F     |
| p24_res_buttonid     | b        |
| p24_res_button_state | tn_enter |"
Unknown,"And I wait for 1 second
When I send a 20.x Signature message to the terminal with params:
| p20_req_prompt_index | 165  |
| p20_req_form_name    | SIGN |
Then I wait until Element ""paint_view"" visible
When Draw line from 100x800 to 200x500
And Draw line from 200x500 to 300x800
And Draw line from 100x800 to 200x500
And Draw line from 200x500 to 300x800
And Draw line from 140x700 to 250x700"
Unknown,"And I click Element ""btn_enter"""
Unknown,"Then I should receive the 20.x Signature request response from terminal with params:
| p20_res_status | 0 |
| p20_res_data   | 4 |"
Extract Card Data,"When I send a 29.x Get Variable message to the terminal with params:
| p29_req_variable_id | 000700 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2                |
| p29_res_variable_id   | 000700           |
| p29_res_variable_data | @skip_comparison |
When I send a 29.x Get Variable message to the terminal with params:
| p29_req_variable_id | 000701 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2                |
| p29_res_variable_id   | 000701           |
| p29_res_variable_data | @skip_comparison |"
Unknown,And I wait for 1 second
Display Confirmation,"When I send a 24.x Form Entry message to the terminal with params:
| p24_req_form_number     | status_title_only |
| p24_req_type_of_element | T                 |
| p24_req_prompt_idx      | 352               |
| p24_req_text_element_id | title             |"
Transaction Completion,"Then I Wait until Element ""title"" contains ""Transaction complete"""
Display Confirmation,"And I should receive the 24.x Form Entry response from terminal with params:
| p24_res_exit_type | 0    |
| p24_res_keyid     | \x1F |"
Unknown,"And I wait for 2 seconds
Examples:
| card_type  | amount | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | additional_data      |
| Mastercard | 120    | 5413339000000119 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001  | 01234567890123456789 |
| Amex       | 1234   | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 |                      |
| VISA       | 56789  | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  |                      |
| DISCOVER   | 987654 | 6510000000000091 | CARD/IMAGE 09      | 1712     | 702  | 1000041300000                | 1000041300000  |                      |
| Diners     | 87654  | 36039667170472   | PETTITT/JO         | 0012     | 521  | 16010000000000000946         | 1000041300000  | 01234567890123456789 |
@rx5000
Scenario Outline: Perform MSR Credit Signature Transaction with Tracks_1&2&3 and Tracks_1&2  cards for various card brands"
Precondition,"Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed"""
Send Amount,"When I send a 13.x amount message to the terminal with:
| p13_req_amount | <amount> |
Then I should receive the 13.x amount response from terminal with params:
| p13_res_status | 0 |"
Card Swipe,"When I send a 23.x Card Read message to the terminal with:
| p23_req_prompt_index   | 311        |
| p23_req_form_name      | read_cards |
| p23_req_enable_devices | M          |
Then I Wait until Element ""title"" contains ""Please swipe or insert card"""
Unknown,"And I wait until Element ""btn_cancel"" visible"
Card Swipe,"When Axium swipe magnetic card:
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| track2 | <pan>=<exp_date><code><disc_data_t2>         |
| track3 | <additional_data><additional_data>           |
Then I should receive the 23.x Card Read response from terminal with params:
| p23_res_exit_type   | 0                                            |
| p23_res_card_source | M                                            |
| p23_res_track1      | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| p23_res_track2      | <pan>=<exp_date><code><disc_data_t2>         |
| p23_res_track3      | <additional_data><additional_data>           |"
Extract Card Data,"When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 000398 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2      |
| p29_res_variable_id   | 000398 |
| p29_res_variable_data | <pan>  |
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 000399 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2      |
| p29_res_variable_id   | 000399 |
| p29_res_variable_data | <name> |
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 000400 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2          |
| p29_res_variable_id   | 000400     |
| p29_res_variable_data | <exp_date> |"
Unknown,And I wait for 1 second
Display Confirmation,"When I send a 24.x Form Entry message to the terminal with params:
| p24_req_form_number     | confirmation_amount |
| p24_req_type_of_element | T                   |
| p24_req_prompt_idx      | 10                  |
| p24_req_text_element_id | title               |
Then I wait until Element ""btn_enter"" visible
When I click Element ""btn_enter""
Then I should receive the 24.x Form Entry response from terminal with params:
| p24_res_exit_type    | 0        |
| p24_res_keyid        | \x1F     |
| p24_res_buttonid     | b        |
| p24_res_button_state | tn_enter |"
Unknown,"And I wait for 1 second
When I send a 20.x Signature message to the terminal with params:
| p20_req_prompt_index | 165  |
| p20_req_form_name    | SIGN |
Then I wait until Element ""paint_view"" visible
Then Draw line from 200x300 to 300x400
Then Draw line from 300x500 to 400x600
Then Draw line from 400x500 to 100x800"
Unknown,"And I click Element ""btn_enter"""
Unknown,"Then I should receive the 20.x Signature request response from terminal with params:
| p20_res_status | 0 |
| p20_res_data   | 3 |"
Extract Card Data,"When I send a 29.x Get Variable message to the terminal with params:
| p29_req_variable_id | 000700 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2                |
| p29_res_variable_id   | 000700           |
| p29_res_variable_data | @skip_comparison |
When I send a 29.x Get Variable message to the terminal with params:
| p29_req_variable_id | 000701 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2                |
| p29_res_variable_id   | 000701           |
| p29_res_variable_data | @skip_comparison |"
Unknown,And I wait for 1 second
Display Confirmation,"When I send a 24.x Form Entry message to the terminal with params:
| p24_req_form_number     | status_title_only |
| p24_req_type_of_element | T                 |
| p24_req_prompt_idx      | 352               |
| p24_req_text_element_id | title             |"
Transaction Completion,"Then I Wait until Element ""title"" contains ""Transaction complete"""
Display Confirmation,"And I should receive the 24.x Form Entry response from terminal with params:
| p24_res_exit_type | 0    |
| p24_res_keyid     | \x1F |"
Unknown,"And I wait for 2 seconds
Examples:
| card_type  | amount | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | additional_data      |
| Mastercard | 120    | 5413339000000119 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001  | 01234567890123456789 |
| Amex       | 1234   | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 |                      |
| VISA       | 56789  | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  |                      |
| DISCOVER   | 987654 | 6510000000000091 | CARD/IMAGE 09      | 1712     | 702  | 1000041300000                | 1000041300000  |                      |
| Diners     | 87654  | 36039667170472   | PETTITT/JO         | 0012     | 521  | 16010000000000000946         | 1000041300000  | 01234567890123456789 |
@rx7000
Scenario Outline: Perform MSR Credit Signature Transaction with Tracks_1&2&3 and Tracks_1&2  cards for various card brands"
Precondition,"Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed"""
Send Amount,"When I send a 13.x amount message to the terminal with:
| p13_req_amount | <amount> |
Then I should receive the 13.x amount response from terminal with params:
| p13_res_status | 0 |"
Card Swipe,"When I send a 23.x Card Read message to the terminal with:
| p23_req_prompt_index   | 311        |
| p23_req_form_name      | read_cards |
| p23_req_enable_devices | M          |
Then I Wait until Element ""title"" contains ""Please swipe or insert card"""
Unknown,"And I wait until Element ""btn_cancel"" visible"
Card Swipe,"When Axium swipe magnetic card:
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| track2 | <pan>=<exp_date><code><disc_data_t2>         |
| track3 | <additional_data><additional_data>           |
Then I should receive the 23.x Card Read response from terminal with params:
| p23_res_exit_type   | 0                                            |
| p23_res_card_source | M                                            |
| p23_res_track1      | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| p23_res_track2      | <pan>=<exp_date><code><disc_data_t2>         |
| p23_res_track3      | <additional_data><additional_data>           |"
Extract Card Data,"When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 000398 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2      |
| p29_res_variable_id   | 000398 |
| p29_res_variable_data | <pan>  |
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 000399 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2      |
| p29_res_variable_id   | 000399 |
| p29_res_variable_data | <name> |
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 000400 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2          |
| p29_res_variable_id   | 000400     |
| p29_res_variable_data | <exp_date> |"
Unknown,And I wait for 1 second
Display Confirmation,"When I send a 24.x Form Entry message to the terminal with params:
| p24_req_form_number     | confirmation_amount |
| p24_req_type_of_element | T                   |
| p24_req_prompt_idx      | 10                  |
| p24_req_text_element_id | title               |
Then I wait until Element ""btn_enter"" visible
When I click Element ""btn_enter""
Then I should receive the 24.x Form Entry response from terminal with params:
| p24_res_exit_type    | 0        |
| p24_res_keyid        | \x1F     |
| p24_res_buttonid     | b        |
| p24_res_button_state | tn_enter |"
Unknown,"And I wait for 1 second
When I send a 20.x Signature message to the terminal with params:
| p20_req_prompt_index | 165  |
| p20_req_form_name    | SIGN |
Then I wait until Element ""paint_view"" visible
Then Draw line from 200x300 to 300x400
Then Draw line from 300x400 to 1100x500
Then Draw line from 600x500 to 1000x200"
Unknown,"And I click Element ""btn_enter"""
Unknown,"Then I should receive the 20.x Signature request response from terminal with params:
| p20_res_status | 0 |
| p20_res_data   | 3 |"
Extract Card Data,"When I send a 29.x Get Variable message to the terminal with params:
| p29_req_variable_id | 000700 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2                |
| p29_res_variable_id   | 000700           |
| p29_res_variable_data | @skip_comparison |
When I send a 29.x Get Variable message to the terminal with params:
| p29_req_variable_id | 000701 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2                |
| p29_res_variable_id   | 000701           |
| p29_res_variable_data | @skip_comparison |"
Unknown,And I wait for 1 second
Display Confirmation,"When I send a 24.x Form Entry message to the terminal with params:
| p24_req_form_number     | status_title_only |
| p24_req_type_of_element | T                 |
| p24_req_prompt_idx      | 352               |
| p24_req_text_element_id | title             |"
Transaction Completion,"Then I Wait until Element ""title"" contains ""Transaction complete"""
Display Confirmation,"And I should receive the 24.x Form Entry response from terminal with params:
| p24_res_exit_type | 0    |
| p24_res_keyid     | \x1F |"
Unknown,"And I wait for 2 seconds
Examples:
| card_type  | amount | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | additional_data      |
| Mastercard | 120    | 5413339000000119 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001  | 01234567890123456789 |
| Amex       | 1234   | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 |                      |
| VISA       | 56789  | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  |                      |
| DISCOVER   | 987654 | 6510000000000091 | CARD/IMAGE 09      | 1712     | 702  | 1000041300000                | 1000041300000  |                      |
| Diners     | 87654  | 36039667170472   | PETTITT/JO         | 0012     | 521  | 16010000000000000946         | 1000041300000  | 01234567890123456789 |
@msr @00x @23x @13x @29x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
Feature: validate track sentinel for msr transaction
""""""
This feature file validates track sentinel for msr transaction
https://testlink.evf.us/linkto.php?tprojectPrefix=ARC&item=testcase&id=ARC-1000
https://testlink.evf.us/linkto.php?tprojectPrefix=ARC&item=testcase&id=ARC-1031
""""""
Scenario Outline: validate track sentinel for msr transaction"
Precondition,"Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
And I wait until Element ""imageOffline"" visible"
Send Amount,"And I send a 13.x amount message to the terminal with:
| p13_req_amount | 1000 |
Then I should receive the 13.x amount response from terminal with params:
| p13_res_status | 0 |"
Card Swipe,"When I send a 23.x Card Read message to the terminal with:
| p23_req_prompt_index   | 311        |
| p23_req_form_name      | read_cards |
| p23_req_enable_devices | M          |
Then I Wait until Element ""title"" contains ""Please swipe or insert card"""
Unknown,"And  I wait until Element ""btn_cancel"" visible"
Unknown,"When Axium swipe magnetic card:
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| track2 | <pan>=<exp_date><code><disc_data_t2>         |
| track3 | <additional_data><additional_data>           |
################ clear tracks : track 1 starts with B , track 2 starts with pan #############"
Card Swipe,"Then I should receive the 23.x Read Card response from terminal with params:
| p23_res_exit_type   | 0                                            |
| p23_res_card_source | M                                            |
| p23_res_track1      | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| p23_res_track2      | <pan>=<exp_date><code><disc_data_t2>         |
| p23_res_track3      | <additional_data><additional_data>           |"
Extract Card Data,"When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 000398 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2      |
| p29_res_variable_id   | 000398 |
| p29_res_variable_data | <pan>  |
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 000399 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2      |
| p29_res_variable_id   | 000399 |
| p29_res_variable_data | <name> |
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 000400 |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2          |
| p29_res_variable_id   | 000400     |
| p29_res_variable_data | <exp_date> |
Examples:
| card_type  | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | additional_data      |
| Mastercard | 5413330089020011 | TEST/CARD          | 2612     | 221  | 361010000000000933000000     | 0000014000001  | 01234567890123456789 |
| Amex       | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 |                      |
| VISA       | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  |                      |
##################### validate track sentinels when encryption is ON #########################
@sde
Scenario: Enable On-Guard SDE Encryption Configuration"
Precondition,"Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |"
Unknown,"When I have successfully sent ""Files/p2p_encryptions/ArcOnGuardSDE.apk"" file using these params:
| p62_req_file_name       | ArcOnGuardSDE.apk |
| p62_req_encoding_format | B                 |
| p62_req_fast_download   | 1                 |
| p62_req_unpack_flag     | 0                 |
Then I should receive the 62.x Write File response from terminal with params:
| p62_res_status      | 0            |
| p62_res_file_length | @regexp:.\d* |"
Precondition,"When I send a 61.x Read Configuration message to the terminal with:
| p61_req_group_num | 91 |
| p61_req_index_num | 1  |
Then I should receive the 61.x Read Configuration response from terminal with params:
| p61_res_status                | 2  |
| p61_res_group_num             | 91 |
| p61_res_index_num             | 1  |
| p61_res_data_config_parameter | 19 |
@sde
Scenario Outline: validate start sentinel and end sentinel for 23. eft message when encryption is on
Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |"
Unknown,"And  I successfully changed configuration ""0008"" ""0001"" to ""9""
And I successfully changed configuration ""0019"" ""0001"" to ""1"""
Unknown,"And I Wait until Element ""title"" contains ""This Lane Closed""
When I send a 61.x Read Configuration message to the terminal with:
| p61_req_group_num | 91 |
| p61_req_index_num | 1  |
Then I should receive the 61.x Read Configuration response from terminal with params:
| p61_res_status                | 2  |
| p61_res_group_num             | 91 |
| p61_res_index_num             | 1  |
| p61_res_data_config_parameter | 19 |"
Card Swipe,"When I send a 23.x Read Card message to the terminal with:
| p23_req_prompt_index   | 3 |
| p23_req_enable_devices | M |
Then I Wait until Element ""title"" contains ""Please slide card""
And  I wait until Element ""btn_cancel"" visible"
Card Swipe,"When Axium swipe magnetic card:
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| track2 | <pan>=<exp_date><code><disc_data_t2>         |
| track3 | <additional_data><additional_data>           |
#################Track 1 : Start sentinel % , End sentinel ?
#################Track2 : Start sentinel ; , End sentinel ?
Then I should receive the 23.x Card Read response from terminal with params:
| p23_res_exit_type   | 0                                                            |
| p23_res_card_source | M                                                            |
| p23_res_track1      | %B<masked_pan>^<name>^<exp_date><code><masked_disc_data_t1>? |
| p23_res_track2      | ;<masked_pan>=<exp_date><code><masked_disc_data_t2>?         |
| p23_res_track3      | @regexp:.+                                                   |"
Unknown,"And decrypted field ""p23_res_track3"" with ON GUARD SDE algorithm should match the following data:
| result | B<pan>^<name>^<exp_date><code><disc_data_t1>\|<pan>=<exp_date><code><disc_data_t2><null_characters> |
Examples:
| card_type  | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | additional_data      | masked_pan       | masked_disc_data_t1          | masked_disc_data_t2 | null_characters          |
| Mastercard | 5413330089020011 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001  | 01234567890123456789 | 5413330000000011 | 000000000000000              | 0000000000000       |                          |
| Amex       | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 |                      | 374245000001008  | 000000000                    | 00000000000000      | \x00\x00\x00\x00\x00\x00 |
| VISA       | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  |                      | 4264510000005621 | 0000000000000000000000000000 | 0000000000000       | \x00\x00                 |
@sde
Scenario: Teardown - Reset to Default State"
Precondition,"Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed"""
Unknown,"When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
| p62_req_file_name       | ArcNoEncryption.apk |
| p62_req_encoding_format | B                   |
| p62_req_fast_download   | 1                   |
| p62_req_unpack_flag     | 0                   |
Then I should receive the 62.x Write File response from terminal with params:
| p62_res_status      | 0          |
| p62_res_file_length | @regexp:.* |
When I send a 61.x Configuration Read message to the terminal with:
| p61_req_group_num | 91 |
| p61_req_index_num | 1  |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p61_res_status                | 2  |
| p61_res_group_num             | 91 |
| p61_res_index_num             | 1  |
| p61_res_data_config_parameter | 0  |"
Unknown,"@msr @collis @emv @unionpay @signature_cvm @credit @00x @13x @23x @33x @04x @09x @dx8000 @ex8000 @rx5000 @rx7000
Feature: Validate UnionPay collis testcase TAIS_POS_004
""""""
- Requirement: Mandatory
- Test purpose and description : To validate POS is able to complete the credit transaction correctly
and terminal will only check the first digit of the service code.
Teminal support the track 1 data contain Chinese characters
- Card No: FT04
- Amount: 400
- Testing Steps:
1. Please swipe a card first and the terminal shall prompt to use a chip card.
2. Please insert a card and select purchase function.
3. Choose 'UICC Credit'.
4. Enter ""400.00"" as transaction amount.
5. Enter a correct online PIN as '111111' if required.
6. Processing completion
- Expected result/note
1. The terminal goes online to complete the transaction;
2. The transaction is approved.
Collis reports :resources\Collis\Reports\contact\UnionPay\Functional_V202205\POS\TAIS_POS_004.zip
Notes :
- Testcase does not contain EMV tag cardholder name (0x9F20)
- Testcase contains card image issue : the value of EMV-tag ""0x9F1F"" = ""          0775""
- Step 1. is is simulated in current Feature
""""""
Scenario Outline: Instructions to cover testcase TAIS_POS_004
####################### Enable EMV Contact reader #######################"
Unknown,"Given I successfully changed configuration ""0019"" ""0001"" to ""1""
And I successfully changed configuration ""0008"" ""0001"" to ""0""
####################### Initiating Collis #######################
When  I initiating Collis Test Case with the following params:
| brand     | UnionPay           |
| interface | contact            |
| test_plan | Functional_V202205 |
| test_case | <test_case>        |
And I wait 20 seconds"
Precondition,"And I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
And I wait until Element ""imageOffline"" visible
####################### Start Transaction #######################"
Send Amount,"When I send a 13.x amount message to the terminal with:
| p13_req_amount | <amount> |
Then I should receive the 13.x amount response from terminal with params:
| p13_res_status | 0 |"
Unknown,"And I Wait until Element ""title"" contains ""This Lane Closed""
And I wait until Element ""imageOffline"" visible
####################### Swipe card step #######################"
Card Swipe,"When I send a 23.x Card Read message to the terminal with:
| p23_req_prompt_index   | 312 |
| p23_req_enable_devices | M   |
Then I Wait until Element ""title"" contains ""Insert, Swipe or Tap Card""
When I swipe card using this params:
| track1_data | B<PAN>^<app_label>^<exp_date><code><add_data> |
| track2_data | <PAN>=<exp_date><code><add_data>              |
| track3_data |                                               |"
Card Swipe,"Then I should receive the 23.x Read Card response from terminal with params:
| p23_res_exit_type   | 0                                             |
| p23_res_card_source | M                                             |
| p23_res_track1      | B<PAN>^<app_label>^<exp_date><code><add_data> |
| p23_res_track2      | <PAN>=<exp_date><code><add_data>              |
| p23_res_track3      |                                               |
####################### EMV Transaction flow #######################
When I insert card
And I send a 23.x Read Card message to the terminal with:
| p23_req_prompt_index   | 100        |
| p23_req_form_name      | read_cards |
| p23_req_enable_devices | S          |"
Card Swipe,"Then I should receive the 23.x Card Read response from terminal with params:
| p23_res_exit_type   | 0 |
| p23_res_card_source | S |
| p23_res_track1      |   |
| p23_res_track2      |   |
| p23_res_track3      |   |"
Unknown,"And I Wait until Element ""title"" contains ""Please wait…\nDo not remove card""
When I send a 33.00 EMV Transaction Initiation message to the terminal with:
| p33_00_req_status                  | 00 |
| p33_00_req_emvh_current_packet_nbr | 0  |
| p33_00_req_emvh_packet_type        | 0  |
Then I Wait until Element ""title"" contains ""<app_label>\nPlease wait…\nDo not remove card""
And  I should receive the 33.00 Emv Transaction Initiation response from terminal with params:
| p33_00_res_status                  | 00 |
| p33_00_res_emvh_current_packet_nbr | 0  |
| p33_00_res_emvh_packet_type        | 0  |
And I should receive the 33.02 Emv Transaction track2 response from terminal with params:
| p33_02_res_status                  | 00         |
| p33_02_res_emvh_current_packet_nbr | 0          |
| p33_02_res_emvh_packet_type        | 0          |
| p33_02_res_payload                 | @regexp:.+ |
####################### 33.02 payload verification #######################
When  I deserialize ""p33_02_res_payload"" value from the response object to the ""track2_equivalent_data"" container
Then  the reported ""track2_equivalent_data"" container should have the following params:
| tag    | name                         | value                             |
| 0x4F   | application_identifier       | <AID>02                           |
| 0x50   | application_label            | <app_label>                       |
| 0x57   | track_2_equivalent_data      | <PAN>D<exp_date><code><add_data>F |
| 0x5A   | Primary_Account_Number_(PAN) | <PAN>                             |
| 0x84   | dedicated_file_df_name       | <AID>02                           |
| 0x5F20 | cardholder_name              | UICC<test_card>                   |
| 0x5F24 | application_expiration_date  | <exp_date>31                      |
| 0x5F28 | Issuer_Country_Code          | 0156                              |
| 0x5F2D | preferred_languages          | cn                                |
| 0x9F07 | Application_Usage_Control    | FF00                              |
| 0x9F09 | Application_Version_Number   | @regexp:\d{4}                     |
| 0x9F1A | Terminal_Country_Code        | 0840                              |
| 0x9F1B | Terminal_Floor_Limit         | 00000000                          |
#      | 0x9F1F | Track1_Discretionary_Data    | @regexp:[\s]{10}0775              |
| 0xFF25 | Encryption_Whitelisting_Mode | 00                                |
| 0x100E | User_Language                | EN                                |
#####################################################################
When I send a 04.x Set Payment Type message to the terminal with params:
| p04_req_force_payment_type | 1   |
| p04_req_payment_type       | B   |
| p04_req_amount             | 000 |
Then I should receive the 04.x Set Payment Type response from terminal with params:
| p04_res_force_payment_type | 0   |
| p04_res_payment_type       | B   |
| p04_res_amount             | 000 |"
Send Amount,"When I send a 13.x amount message to the terminal with:
| p13_req_amount | <amount> |
Then I should receive the 13.x amount response from terminal with params:
| p13_res_status | 0 |"
Unknown,"And I wait until Element ""btn_enter"" visible
When I click Element ""btn_enter"""
